source,model,task,T,rule,greedy,plain,loss,gain,lo,hi,acc
main_grid,qwen2.5-7b-instruct,mmlu_pro,1.3,top_n_sigma,62.0,57.99999999999999,4.000000000000007,2.0,-3.9999999999999996,8.683333333333243,60.0
main_grid,qwen3-1.7b,gsm8k,0.7,top_p,80.0,79.33333333333331,0.6666666666666856,-0.6666666666666665,-6.666666666666666,5.333333333333334,78.66666666666666
main_grid,qwen3-1.7b,gsm8k,0.7,top_k,80.0,79.33333333333331,0.6666666666666856,-0.6666666666666674,-6.666666666666668,5.333333333333332,78.66666666666666
main_grid,qwen3-1.7b,gsm8k,0.7,min_p,80.0,79.33333333333331,0.6666666666666856,-2.666666666666666,-9.333333333333332,4.0,76.66666666666666
main_grid,qwen3-1.7b,gsm8k,0.7,top_n_sigma,80.0,79.33333333333331,0.6666666666666856,-2.666666666666667,-9.333333333333332,3.333333333333333,76.66666666666666
main_grid,qwen3-1.7b,gsm8k,1.0,top_p,80.0,75.33333333333333,4.666666666666671,3.333333333333334,-3.333333333333334,10.666666666666664,78.66666666666666
main_grid,qwen3-1.7b,gsm8k,1.0,top_k,80.0,75.33333333333333,4.666666666666671,0.0,-4.666666666666667,4.666666666666666,75.33333333333334
main_grid,qwen3-1.7b,gsm8k,1.0,min_p,80.0,75.33333333333333,4.666666666666671,-2.666666666666666,-7.999999999999999,2.0000000000000004,72.66666666666666
main_grid,qwen3-1.7b,gsm8k,1.0,top_n_sigma,80.0,75.33333333333333,4.666666666666671,0.6666666666666663,-4.0,5.333333333333334,76.0
main_grid,qwen3-1.7b,gsm8k,1.3,top_p,80.0,74.0,6.0,5.333333333333334,-1.9999999999999993,12.683333333333245,79.33333333333333
main_grid,qwen3-1.7b,gsm8k,1.3,top_k,80.0,74.0,6.0,3.333333333333333,-4.000000000000001,11.333333333333332,77.33333333333333
main_grid,qwen3-1.7b,gsm8k,1.3,min_p,80.0,74.0,6.0,2.6666666666666674,-4.666666666666666,9.999999999999998,76.66666666666666
main_grid,qwen3-1.7b,gsm8k,1.3,top_n_sigma,80.0,74.0,6.0,2.666666666666666,-4.666666666666667,9.999999999999998,76.66666666666666
main_grid,qwen3-1.7b,mmlu_pro,0.7,top_p,50.0,48.0,2.0,1.9999999999999993,-5.999999999999999,9.999999999999998,50.0
main_grid,qwen3-1.7b,mmlu_pro,0.7,top_k,50.0,48.0,2.0,0.6666666666666663,-4.666666666666666,5.999999999999999,48.666666666666664
main_grid,qwen3-1.7b,mmlu_pro,0.7,min_p,50.0,48.0,2.0,-1.9999999999999991,-9.333333333333332,5.333333333333332,46.0
main_grid,qwen3-1.7b,mmlu_pro,0.7,top_n_sigma,50.0,48.0,2.0,1.3333333333333337,-5.999999999999999,8.666666666666666,49.33333333333333
main_grid,qwen3-1.7b,mmlu_pro,1.0,top_p,50.0,47.33333333333333,2.6666666666666714,1.9999999999999993,-4.666666666666666,8.666666666666664,49.333333333333336
main_grid,qwen3-1.7b,mmlu_pro,1.0,top_k,50.0,47.33333333333333,2.6666666666666714,-4.666666666666666,-11.999999999999998,2.0,42.666666666666664
main_grid,qwen3-1.7b,mmlu_pro,1.0,min_p,50.0,47.33333333333333,2.6666666666666714,-3.333333333333333,-10.666666666666664,3.333333333333334,44.0
main_grid,qwen3-1.7b,mmlu_pro,1.0,top_n_sigma,50.0,47.33333333333333,2.6666666666666714,4.666666666666666,-0.6666666666666665,9.999999999999998,51.99999999999999
main_grid,qwen3-1.7b,mmlu_pro,1.3,top_p,50.0,47.33333333333333,2.6666666666666714,-0.6666666666666674,-7.999999999999999,6.0,46.666666666666664
main_grid,qwen3-1.7b,mmlu_pro,1.3,top_k,50.0,47.33333333333333,2.6666666666666714,0.0,-7.999999999999997,7.333333333333334,47.33333333333333
main_grid,qwen3-1.7b,mmlu_pro,1.3,min_p,50.0,47.33333333333333,2.6666666666666714,-1.333333333333333,-9.333333333333332,6.666666666666666,45.99999999999999
main_grid,qwen3-1.7b,mmlu_pro,1.3,top_n_sigma,50.0,47.33333333333333,2.6666666666666714,3.333333333333334,-4.666666666666665,11.333333333333332,50.66666666666666
main_grid,qwen3-4b,gsm8k,0.7,top_p,98.0,96.0,2.0,1.3333333333333335,-1.333333333333333,4.0,97.33333333333334
main_grid,qwen3-4b,gsm8k,0.7,top_k,98.0,96.0,2.0,1.3333333333333335,-0.6666666666666667,4.0,97.33333333333333
main_grid,qwen3-4b,gsm8k,0.7,min_p,98.0,96.0,2.0,0.0,-2.666666666666667,2.666666666666667,96.0
main_grid,qwen3-4b,gsm8k,0.7,top_n_sigma,98.0,96.0,2.0,1.4210854715202004e-16,-2.666666666666666,2.666666666666667,96.0
main_grid,qwen3-4b,gsm8k,1.0,top_p,98.0,96.66666666666667,1.3333333333333286,0.6666666666666667,-1.3333333333333335,3.333333333333334,97.33333333333333
main_grid,qwen3-4b,gsm8k,1.0,top_k,98.0,96.66666666666667,1.3333333333333286,-2.0,-4.666666666666666,0.0,94.66666666666666
main_grid,qwen3-4b,gsm8k,1.0,min_p,98.0,96.66666666666667,1.3333333333333286,-0.6666666666666669,-4.016666666666667,2.666666666666666,96.0
main_grid,qwen3-4b,gsm8k,1.0,top_n_sigma,98.0,96.66666666666667,1.3333333333333286,0.0,-2.0,2.0,96.66666666666667
main_grid,qwen3-4b,gsm8k,1.3,top_p,98.0,93.33333333333333,4.666666666666671,0.6666666666666665,-4.0,4.666666666666668,94.0
main_grid,qwen3-4b,gsm8k,1.3,top_k,98.0,93.33333333333333,4.666666666666671,1.333333333333333,-2.0,5.333333333333334,94.66666666666666
main_grid,qwen3-4b,gsm8k,1.3,min_p,98.0,93.33333333333333,4.666666666666671,1.9999999999999998,-1.3333333333333337,6.0,95.33333333333333
main_grid,qwen3-4b,gsm8k,1.3,top_n_sigma,98.0,93.33333333333333,4.666666666666671,2.0,-1.3333333333333335,6.0,95.33333333333333
main_grid,qwen3-4b,mmlu_pro,0.7,top_p,66.0,64.0,2.0,-3.3333333333333326,-8.666666666666664,1.3333333333333335,60.66666666666667
main_grid,qwen3-4b,mmlu_pro,0.7,top_k,66.0,64.0,2.0,4.263256414560601e-16,-4.0,4.0,64.0
main_grid,qwen3-4b,mmlu_pro,0.7,min_p,66.0,64.0,2.0,-4.666666666666668,-11.333333333333332,1.333333333333333,59.33333333333333
main_grid,qwen3-4b,mmlu_pro,0.7,top_n_sigma,66.0,64.0,2.0,-3.333333333333333,-8.666666666666664,1.3333333333333335,60.66666666666667
main_grid,qwen3-4b,mmlu_pro,1.0,top_p,66.0,60.66666666666666,5.333333333333343,-8.526512829121202e-16,-5.333333333333335,6.016666666666576,60.66666666666667
main_grid,qwen3-4b,mmlu_pro,1.0,top_k,66.0,60.66666666666666,5.333333333333343,1.9999999999999993,-2.666666666666667,6.666666666666666,62.66666666666666
main_grid,qwen3-4b,mmlu_pro,1.0,min_p,66.0,60.66666666666666,5.333333333333343,3.3333333333333326,-2.6666666666666674,9.999999999999998,64.0
main_grid,qwen3-4b,mmlu_pro,1.0,top_n_sigma,66.0,60.66666666666666,5.333333333333343,3.9999999999999987,-1.3333333333333337,9.999999999999998,64.66666666666666
main_grid,qwen3-4b,mmlu_pro,1.3,top_p,66.0,64.66666666666667,1.3333333333333286,-4.666666666666667,-12.0,2.666666666666666,60.0
main_grid,qwen3-4b,mmlu_pro,1.3,top_k,66.0,64.66666666666667,1.3333333333333286,-1.9999999999999998,-9.333333333333334,4.666666666666666,62.66666666666666
main_grid,qwen3-4b,mmlu_pro,1.3,min_p,66.0,64.66666666666667,1.3333333333333286,-1.333333333333333,-6.666666666666665,4.0,63.33333333333333
main_grid,qwen3-4b,mmlu_pro,1.3,top_n_sigma,66.0,64.66666666666667,1.3333333333333286,-0.6666666666666664,-6.666666666666665,4.666666666666668,64.0
main_grid,qwen3-8b,gsm8k,0.7,top_p,96.0,92.66666666666666,3.333333333333343,4.0,-1.9999999999999993,10.666666666666664,96.66666666666666
main_grid,qwen3-8b,gsm8k,0.7,top_k,96.0,92.66666666666666,3.333333333333343,2.0,-2.0000000000000004,6.0,94.66666666666666
main_grid,qwen3-8b,gsm8k,0.7,min_p,96.0,92.66666666666666,3.333333333333343,1.333333333333333,-2.666666666666667,5.333333333333334,94.0
main_grid,qwen3-8b,gsm8k,0.7,top_n_sigma,96.0,92.66666666666666,3.333333333333343,2.666666666666666,-2.0,7.333333333333334,95.33333333333333
main_grid,qwen3-8b,gsm8k,1.0,top_p,96.0,94.0,2.0,0.0,-3.9999999999999996,4.0,94.0
